sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"LAMP2","Approved symbol","LAMP2","lysosomal associated membrane protein 2","HGNC:6501","Xq24"
"RPSA","Approved symbol","RPSA","ribosomal protein SA","HGNC:6502","3p22.1"
"OR2A25","Approved symbol","OR2A25","olfactory receptor family 2 subfamily A member 25","HGNC:19562","7q35"
"USP17L8","Approved symbol","USP17L8","ubiquitin specific peptidase 17 like family member 8","HGNC:37181","8p23.1"
"USP17L7","Approved symbol","USP17L7","ubiquitin specific peptidase 17 like family member 7","HGNC:37180","8p23.1"
"GDF6","Approved symbol","GDF6","growth differentiation factor 6","HGNC:4221","8q22.1"
"MAP1LC3BP1","Approved symbol","MAP1LC3BP1","microtubule associated protein 1 light chain 3 beta pseudogene 1","HGNC:49783","9p22.1"
"FAM221B","Approved symbol","FAM221B","family with sequence similarity 221 member B","HGNC:30762","9p13.3"
"OR13J1","Approved symbol","OR13J1","olfactory receptor family 13 subfamily J member 1","HGNC:15108","9p13.3"
"OR13C2","Approved symbol","OR13C2","olfactory receptor family 13 subfamily C member 2","HGNC:14701","9q31.1"
"OR1L6","Approved symbol","OR1L6","olfactory receptor family 1 subfamily L member 6","HGNC:8218","9q33.2"
"OR5C1","Approved symbol","OR5C1","olfactory receptor family 5 subfamily C member 1","HGNC:8331","9q33.2"
"OR1K1","Approved symbol","OR1K1","olfactory receptor family 1 subfamily K member 1","HGNC:8212","9q33.2"
"LCN9","Approved symbol","LCN9","lipocalin 9","HGNC:17442","9q34.3"
"MAGEB6B","Approved symbol","MAGEB6B","MAGE family member B6B","HGNC:28824","Xp21.3"
"GLOD5","Approved symbol","GLOD5","glyoxalase domain containing 5","HGNC:33358","Xp11.23"
"STMN1","Approved symbol","STMN1","stathmin 1","HGNC:6510","1p36.11"
"ARL13A","Approved symbol","ARL13A","ARF like GTPase 13A","HGNC:31709","Xq22.1"
"NCBP2L","Approved symbol","NCBP2L","nuclear cap binding protein subunit 2 like","HGNC:31795","Xq22.3"
"ELFN1","Approved symbol","ELFN1","extracellular leucine rich repeat and fibronectin type III domain containing 1","HGNC:33154","7p22.3"
"AGMO","Approved symbol","AGMO","alkylglycerol monooxygenase","HGNC:33784","7p21.2"
"LASP1","Approved symbol","LASP1","LIM and SH3 protein 1","HGNC:6513","17q12"
"IQCA1L","Previous symbol","DRC11L","dynein regulatory complex subunit 11 like","HGNC:22831","7q36.1"
"GRID2IP","Approved symbol","GRID2IP","Grid2 interacting protein","HGNC:18464","7p22.1"
"LBP","Approved symbol","LBP","lipopolysaccharide binding protein","HGNC:6517","20q11.23"
"ARHGAP4","Approved symbol","ARHGAP4","Rho GTPase activating protein 4","HGNC:674","Xq28"
"LBR","Approved symbol","LBR","lamin B receptor","HGNC:6518","1q42.12"
"OR2A5","Approved symbol","OR2A5","olfactory receptor family 2 subfamily A member 5","HGNC:8232","7q35"
"LCAT","Approved symbol","LCAT","lecithin-cholesterol acyltransferase","HGNC:6522","16q22.1"
"LCK","Approved symbol","LCK","LCK proto-oncogene, Src family tyrosine kinase","HGNC:6524","1p35.2"
"LCN1","Approved symbol","LCN1","lipocalin 1","HGNC:6525","9q34.3"
"LCN2","Approved symbol","LCN2","lipocalin 2","HGNC:6526","9q34.11"
"LCP1","Approved symbol","LCP1","lymphocyte cytosolic protein 1","HGNC:6528","13q14.13"
"LCP1","Alias symbol","TOX4","TOX high mobility group box family member 4","HGNC:20161","14q11.2"
"LCP2","Approved symbol","LCP2","lymphocyte cytosolic protein 2","HGNC:6529","5q35.1"
"LCT","Approved symbol","LCT","lactase","HGNC:6530","2q21.3"
"LDHA","Approved symbol","LDHA","lactate dehydrogenase A","HGNC:6535","11p15.1"
"ARHGAP5","Approved symbol","ARHGAP5","Rho GTPase activating protein 5","HGNC:675","14q12"
"MUC21","Approved symbol","MUC21","mucin 21, cell surface associated","HGNC:21661","6p21.33"
"LDHB","Approved symbol","LDHB","lactate dehydrogenase B","HGNC:6541","12p12.1"
"LDHC","Approved symbol","LDHC","lactate dehydrogenase C","HGNC:6544","11p15.1"
"LDLR","Approved symbol","LDLR","low density lipoprotein receptor","HGNC:6547","19p13.2"
"ARHGAP6","Approved symbol","ARHGAP6","Rho GTPase activating protein 6","HGNC:676","Xp22.2"
"LECT2","Approved symbol","LECT2","leukocyte cell derived chemotaxin 2","HGNC:6550","5q31.1"
"LEP","Approved symbol","LEP","leptin","HGNC:6553","7q32.1"
"LEPR","Approved symbol","LEPR","leptin receptor","HGNC:6554","1p31.3"
"LETM1","Approved symbol","LETM1","leucine zipper and EF-hand containing transmembrane protein 1","HGNC:6556","4p16.3"
"LFNG","Approved symbol","LFNG","LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase","HGNC:6560","7p22.3"
"LGALS1","Approved symbol","LGALS1","galectin 1","HGNC:6561","22q13.1"
"LGALS2","Approved symbol","LGALS2","galectin 2","HGNC:6562","22q13.1"
"LGALS2","Previous symbol","LGALS3","galectin 3","HGNC:6563","14q22.3"
"LGALS3","Approved symbol","LGALS3","galectin 3","HGNC:6563","14q22.3"
"LGALS3BP","Approved symbol","LGALS3BP","galectin 3 binding protein","HGNC:6564","17q25"
"ARHGDIA","Approved symbol","ARHGDIA","Rho GDP dissociation inhibitor alpha","HGNC:678","17q25.3"
"LGALS4","Approved symbol","LGALS4","galectin 4","HGNC:6565","19q13.2"
"LGALS7","Approved symbol","LGALS7","galectin 7","HGNC:6568","19q13.13"
"LGALS8","Approved symbol","LGALS8","galectin 8","HGNC:6569","1q43"
"LGALS9","Approved symbol","LGALS9","galectin 9","HGNC:6570","17q11.2"
"ARHGDIB","Approved symbol","ARHGDIB","Rho GDP dissociation inhibitor beta","HGNC:679","12p12.3"
"LHB","Approved symbol","LHB","luteinizing hormone subunit beta","HGNC:6584","19q13.33"
"LHCGR","Approved symbol","LHCGR","luteinizing hormone/choriogonadotropin receptor","HGNC:6585","2p16.3"
"LHX1","Approved symbol","LHX1","LIM homeobox 1","HGNC:6593","17q12"
"LIF","Approved symbol","LIF","LIF interleukin 6 family cytokine","HGNC:6596","22q12.2"
"LIFR","Approved symbol","LIFR","LIF receptor subunit alpha","HGNC:6597","5p13.1"
"LIG1","Approved symbol","LIG1","DNA ligase 1","HGNC:6598","19q13.33"
"LIG1","Alias symbol","LRIG1","leucine rich repeats and immunoglobulin like domains 1","HGNC:17360","3p14.1"
"ARHGDIG","Approved symbol","ARHGDIG","Rho GDP dissociation inhibitor gamma","HGNC:680","16p13.3"
"LIG3","Approved symbol","LIG3","DNA ligase 3","HGNC:6600","17q12"
"LIG4","Approved symbol","LIG4","DNA ligase 4","HGNC:6601","13q33.3"
"LIM2","Approved symbol","LIM2","lens intrinsic membrane protein 2","HGNC:6610","19q13.41"
"ABLIM1","Approved symbol","ABLIM1","actin binding LIM protein 1","HGNC:78","10q25.3"
"LIMK1","Approved symbol","LIMK1","LIM domain kinase 1","HGNC:6613","7q11.23"
"LIMK2","Approved symbol","LIMK2","LIM domain kinase 2","HGNC:6614","22q12.2"
"LIMS1","Approved symbol","LIMS1","LIM zinc finger domain containing 1","HGNC:6616","2q12.3"
"LIPA","Approved symbol","LIPA","lipase A, lysosomal acid type","HGNC:6617","10q23.31"
"LIPA","Alias symbol","SCGB1D1","secretoglobin family 1D member 1","HGNC:18395","11q12.3"
"RHOH","Approved symbol","RHOH","ras homolog family member H","HGNC:686","4p14"
"LIPC","Approved symbol","LIPC","lipase C, hepatic type","HGNC:6619","15q21.3"
"LIPE","Approved symbol","LIPE","lipase E, hormone sensitive type","HGNC:6621","19q13.2"
"FADS1","Approved symbol","FADS1","fatty acid desaturase 1","HGNC:3574","11q12.2"
"LLGL2","Approved symbol","LLGL2","LLGL scribble cell polarity complex component 2","HGNC:6629","17q25.1"
"SPRED3","Approved symbol","SPRED3","sprouty related EVH1 domain containing 3","HGNC:31041","19q13"
"TMEM200B","Approved symbol","TMEM200B","transmembrane protein 200B","HGNC:33785","1p35.3"
"FADS3","Approved symbol","FADS3","fatty acid desaturase 3","HGNC:3576","11q12.2"
"SLC25A35","Approved symbol","SLC25A35","solute carrier family 25 member 35","HGNC:31921","17p13.1"
"LLGL1","Approved symbol","LLGL1","LLGL scribble cell polarity complex component 1","HGNC:6628","17p11.2"
"MEX3D","Approved symbol","MEX3D","mex-3 RNA binding family member D","HGNC:16734","19p13.3"
"EEIG1","Approved symbol","EEIG1","estrogen-induced osteoclastogenesis regulator 1","HGNC:31419","9q34.11"
"EEIG1","Alias symbol","EEIG1","estrogen-induced osteoclastogenesis regulator 1","HGNC:31419","9q34.11"
"SMIM10L2A","Approved symbol","SMIM10L2A","small integral membrane protein 10 like 2A","HGNC:34499","Xq26.3"
"HEATR4","Approved symbol","HEATR4","HEAT repeat containing 4","HGNC:16761","14q24.3"
"MYO18A","Approved symbol","MYO18A","myosin XVIIIA","HGNC:31104","17q11.2"
"CCDC187","Approved symbol","CCDC187","coiled-coil domain containing 187","HGNC:30942","9q34.3"
"SHC4","Approved symbol","SHC4","SHC adaptor protein 4","HGNC:16743","15q21.1"
"CTXN2","Approved symbol","CTXN2","cortexin 2","HGNC:31109","15q21.1"
"LMAN1","Approved symbol","LMAN1","lectin, mannose binding 1","HGNC:6631","18q21.32"
"C10orf120","Approved symbol","C10orf120","chromosome 10 open reading frame 120","HGNC:25707","10q26.13"
"EEF1AKMT2","Approved symbol","EEF1AKMT2","EEF1A lysine methyltransferase 2","HGNC:33787","10q26.13"
"FOXI2","Approved symbol","FOXI2","forkhead box I2","HGNC:32448","10q26.2"
"FAM180B","Approved symbol","FAM180B","family with sequence similarity 180 member B","HGNC:34451","11p11.2"
"PCNX3","Approved symbol","PCNX3","pecanex 3","HGNC:18760","11q13.1"
"TRIM49D1","Approved symbol","TRIM49D1","tripartite motif containing 49D1","HGNC:43973","11q14.3"
"C11orf87","Approved symbol","C11orf87","chromosome 11 open reading frame 87","HGNC:33788","11q22.3"
"HOATZ","Approved symbol","HOATZ","HOATZ cilia and flagella associated protein","HGNC:25061","11q23.1"
"PATE2","Approved symbol","PATE2","prostate and testis expressed 2","HGNC:32249","11q24.2"
"PATE4","Approved symbol","PATE4","prostate and testis expressed 4","HGNC:35427","11q24.2"
"SNX19","Approved symbol","SNX19","sorting nexin 19","HGNC:21532","11q24.3-q25"
"ASIC2","Approved symbol","ASIC2","acid sensing ion channel subunit 2","HGNC:99","17q11.2-q12"
"ARL1","Approved symbol","ARL1","ARF like GTPase 1","HGNC:692","12q23.2"
"ARL1","Alias symbol","AKR1B10","aldo-keto reductase family 1 member B10","HGNC:382","7q33"
"LMNA","Approved symbol","LMNA","lamin A/C","HGNC:6636","1q22"
"C12orf76","Approved symbol","C12orf76","chromosome 12 open reading frame 76","HGNC:33790","12q24.11"
"LMNB1","Approved symbol","LMNB1","lamin B1","HGNC:6637","5q23.2"
"SERTM1","Approved symbol","SERTM1","serine rich and transmembrane domain containing 1","HGNC:33792","13q13.3"
"PLEKHD1","Approved symbol","PLEKHD1","pleckstrin homology and coiled-coil domain containing D1","HGNC:20148","14q24.1"
"C14orf180","Approved symbol","C14orf180","chromosome 14 open reading frame 180","HGNC:33795","14q32.33"
"LMO1","Approved symbol","LMO1","LIM domain only 1","HGNC:6641","11p15.4"
"FAM174B","Approved symbol","FAM174B","family with sequence similarity 174 member B","HGNC:34339","15q26.1"
"LOC400499","Unmatched","","","",""
"LMO2","Approved symbol","LMO2","LIM domain only 2","HGNC:6642","11p13"
"KNOP1","Approved symbol","KNOP1","lysine rich nucleolar protein 1","HGNC:34404","16p12.3"
"LIAT1","Approved symbol","LIAT1","ligand of ATE1","HGNC:33800","17p13.3"
"MED11","Approved symbol","MED11","mediator complex subunit 11","HGNC:32687","17p13.2"
"GRAPL","Approved symbol","GRAPL","GRB2 related adaptor protein like","HGNC:37240","17p11.2"
"TEX19","Approved symbol","TEX19","testis expressed 19","HGNC:33802","17q25.3"
"PRSS57","Approved symbol","PRSS57","serine protease 57","HGNC:31397","19p13.3"
"VMAC","Approved symbol","VMAC","vimentin type intermediate filament associated coiled-coil protein","HGNC:33803","19p13.3"
"PRICKLE3","Approved symbol","PRICKLE3","prickle planar cell polarity protein 3","HGNC:6645","Xp11.23"
"SIGLEC16","Approved symbol","SIGLEC16","sialic acid binding Ig like lectin 16 (gene/pseudogene)","HGNC:24851","19q13.33"
"ZNF880","Approved symbol","ZNF880","zinc finger protein 880","HGNC:37249","19q13.41"
"ZNF772","Approved symbol","ZNF772","zinc finger protein 772","HGNC:33106","19q13.43"
"PRAMEF4","Approved symbol","PRAMEF4","PRAME family member 4","HGNC:31971","1p36.21"
"PRAMEF13","Approved symbol","PRAMEF13","PRAME family member 13","HGNC:13262","1p36.21"
"SH2D5","Approved symbol","SH2D5","SH2 domain containing 5","HGNC:28819","1p36.12"
"NCMAP","Approved symbol","NCMAP","non-compact myelin associated protein","HGNC:29332","1p36.11"
"C1orf141","Approved symbol","C1orf141","chromosome 1 open reading frame 141","HGNC:32044","1p31.3"
"C1orf226","Approved symbol","C1orf226","chromosome 1 open reading frame 226","HGNC:34351","1q23.3"
"CLEC20A","Approved symbol","CLEC20A","C-type lectin domain containing 20A","HGNC:34521","1q25.2"
"LMO7","Approved symbol","LMO7","LIM domain 7","HGNC:6646","13q22.2"
"NBPF9","Approved symbol","NBPF9","NBPF member 9","HGNC:31991","1q21.2"
"FAM177B","Approved symbol","FAM177B","family with sequence similarity 177 member B","HGNC:34395","1q41"
"DEFB132","Approved symbol","DEFB132","defensin beta 132","HGNC:33806","20p13"
"C20orf202","Approved symbol","C20orf202","chromosome 20 open reading frame 202","HGNC:37254","20p13"
"LRRC74B","Approved symbol","LRRC74B","leucine rich repeat containing 74B","HGNC:34301","22q11.21"
"LMX1A","Approved symbol","LMX1A","LIM homeobox transcription factor 1 alpha","HGNC:6653","1q23.3"
"CHCHD10","Approved symbol","CHCHD10","coiled-coil-helix-coiled-coil-helix domain containing 10","HGNC:15559","22q11.23"
"IL17REL","Approved symbol","IL17REL","interleukin 17 receptor E like","HGNC:33808","22q13.33"
"EML6","Approved symbol","EML6","EMAP like 6","HGNC:35412","2p16.1"
"PAIP2B","Approved symbol","PAIP2B","poly(A) binding protein interacting protein 2B","HGNC:29200","2p13.3"
"RGPD1","Approved symbol","RGPD1","RANBP2 like and GRIP domain containing 1","HGNC:32414","2p11.2"
"ANKRD36C","Approved symbol","ANKRD36C","ankyrin repeat domain 36C","HGNC:32946","2q11.1"
"PHOX2A","Approved symbol","PHOX2A","paired like homeobox 2A","HGNC:691","11q13.4"
"LMX1B","Approved symbol","LMX1B","LIM homeobox transcription factor 1 beta","HGNC:6654","9q33.3"
"FSIP2","Approved symbol","FSIP2","fibrous sheath interacting protein 2","HGNC:21675","2q32.1"
"C2orf66","Approved symbol","C2orf66","chromosome 2 open reading frame 66","HGNC:33809","2q33.1"
"ASB18","Approved symbol","ASB18","ankyrin repeat and SOCS box containing 18","HGNC:19770","2q37.2"
"IQCF3","Approved symbol","IQCF3","IQ motif containing F3","HGNC:31816","3p21.2"
"C3orf85","Approved symbol","C3orf85","chromosome 3 open reading frame 85","HGNC:53432","3q13.13"
"FOXL2NB","Approved symbol","FOXL2NB","FOXL2 neighbor","HGNC:34428","3q22.3"
"C3orf80","Approved symbol","C3orf80","chromosome 3 open reading frame 80","HGNC:40048","3q25.33"
"NICOL1","Approved symbol","NICOL1","NELL2 interacting cell ontogeny regulator 1","HGNC:34437","4p16.3"
"DTHD1","Approved symbol","DTHD1","death domain containing 1","HGNC:37261","4p14"
"PRR27","Approved symbol","PRR27","proline rich 27","HGNC:33193","4q13.3"
"AMTN","Approved symbol","AMTN","amelotin","HGNC:33188","4q13.3"
"CCSER1","Approved symbol","CCSER1","coiled-coil serine rich protein 1","HGNC:29349","4q22.1"
"C4orf3","Previous symbol","ARLN","allregulin","HGNC:19225","4q26"
"RGS7BP","Approved symbol","RGS7BP","regulator of G protein signaling 7 binding protein","HGNC:23271","5q12.3"
"LNPEP","Approved symbol","LNPEP","leucyl and cystinyl aminopeptidase","HGNC:6656","5q15"
"C5orf63","Approved symbol","C5orf63","chromosome 5 open reading frame 63","HGNC:40051","5q23.2"
"STMND1","Approved symbol","STMND1","stathmin domain containing 1","HGNC:44668","6p22.3"
"MCCD1","Approved symbol","MCCD1","mitochondrial coiled-coil domain 1","HGNC:20668","6p21.33"
"SAPCD1","Approved symbol","SAPCD1","suppressor APC domain containing 1","HGNC:13938","6p21.33"
"RAB44","Approved symbol","RAB44","RAB44, member RAS oncogene family","HGNC:21068","6p21.2"
"CRIP3","Approved symbol","CRIP3","cysteine rich protein 3","HGNC:17751","6p21.1"
"KLHL31","Approved symbol","KLHL31","kelch like family member 31","HGNC:21353","6p12.1"
"VWA5A","Approved symbol","VWA5A","von Willebrand factor A domain containing 5A","HGNC:6658","11q24.2"
"LRRD1","Approved symbol","LRRD1","leucine rich repeats and death domain containing 1","HGNC:34300","7q21.2"
"SMIM30","Approved symbol","SMIM30","small integral membrane protein 30","HGNC:48953","7q31.1"
"PRRT4","Approved symbol","PRRT4","proline rich transmembrane protein 4","HGNC:37280","7q32.1"
"LORICRIN","Approved symbol","LORICRIN","loricrin cornified envelope precursor protein","HGNC:6663","1q21.3"
"RAB19","Approved symbol","RAB19","RAB19, member RAS oncogene family","HGNC:19982","7q34"
"OR2A7","Approved symbol","OR2A7","olfactory receptor family 2 subfamily A member 7","HGNC:8234","7q35"
"USP17L1","Approved symbol","USP17L1","ubiquitin specific peptidase 17 like family member 1","HGNC:37182","8p23.1"
"RBIS","Approved symbol","RBIS","ribosomal biogenesis factor","HGNC:32235","8q21.2"
"SAMD12","Approved symbol","SAMD12","sterile alpha motif domain containing 12","HGNC:31750","8q24.11-q24.12"
"HACD4","Approved symbol","HACD4","3-hydroxyacyl-CoA dehydratase 4","HGNC:20920","9p21.3"
"TMEM215","Approved symbol","TMEM215","transmembrane protein 215","HGNC:33816","9p21.1"
"LOX","Approved symbol","LOX","lysyl oxidase","HGNC:6664","5q23.1"
"TOMM5","Approved symbol","TOMM5","translocase of outer mitochondrial membrane 5","HGNC:31369","9p13.2"
"CENPP","Approved symbol","CENPP","centromere protein P","HGNC:32933","9q22.31"
"C9orf152","Approved symbol","C9orf152","chromosome 9 open reading frame 152","HGNC:31455","9q31.3"
"SNX30","Approved symbol","SNX30","sorting nexin family member 30","HGNC:23685","9q32"
"SNX30","Alias symbol","SNX33","sorting nexin 33","HGNC:28468","15q24.2"
"WDR38","Approved symbol","WDR38","WD repeat domain 38","HGNC:23745","9q33.3"
"LCNL1","Approved symbol","LCNL1","lipocalin like 1","HGNC:34436","9q34.3"
"CIMIP2A","Approved symbol","CIMIP2A","ciliary microtubule inner protein 2A","HGNC:33818","9q34.3"
"LOXL1","Approved symbol","LOXL1","lysyl oxidase like 1","HGNC:6665","15q24.1"
"SLC25A53","Approved symbol","SLC25A53","solute carrier family 25 member 53","HGNC:31894","Xq22.2"
"SERTM2","Approved symbol","SERTM2","serine rich and transmembrane domain containing 2","HGNC:48576","Xq23"
"GOLGA7B","Approved symbol","GOLGA7B","golgin A7 family member B","HGNC:31668","10q24.2"
"OR51C1P","Previous symbol","OR51C1","olfactory receptor family 51 subfamily C member 1","HGNC:15191","11p15.4"
"OR51T1","Approved symbol","OR51T1","olfactory receptor family 51 subfamily T member 1","HGNC:15205","11p15.4"
"OR51A4","Approved symbol","OR51A4","olfactory receptor family 51 subfamily A member 4","HGNC:14795","11p15.4"
"OR51A2","Approved symbol","OR51A2","olfactory receptor family 51 subfamily A member 2","HGNC:14764","11p15.4"
"LOXL2","Approved symbol","LOXL2","lysyl oxidase like 2","HGNC:6666","8p21.3"
